region,zone,yield_kg_ha,year,yield_tpha,Field,station_name,g_pente_mo,drainage,tmean,tmax,tmin,rain_mm,ppt_mm,snow_cm,remplissage_ndvi_var,levee_ndvi_var,levee_evi,v6_v8_ndvi_entropy,vt_r1_vv,v6_v8_glcm_homogeneity,vt_r1_ndvi_var,remplissage_vv,vt_r1_vh,vt_r1_evi,levee_vh,ndvi_max,levee_vv,v6_v8_vh,remplissage_ndvi_entropy,remplissage_ndwi,levee_lai,vt_r1_ndvi_entropy,vt_r1_vv_vh,levee_glcm_homogeneity
6,3,10968,2020,10.968,F7,VERCHÈRES,0.0,SRE,,24.552287581699343,12.8437908496732,372.4,372.4,0.0,0.020584494295802447,0.1952429877980445,0.05630327568183735,0.17088758739006582,-8.651128765231181,0.7234201136885849,0.48666894142470285,-12.858119278224384,-17.934971829958716,0.7308209649807298,-23.122854303532876,0.5333866287653626,-9.52017243694475,-8.664410669887278,0.8953460891531693,-0.5625687740041454,3.9169956964019583,0.8206961607667793,-15.64637575030246,0.648233468807846
6,3,11636,2021,11.636,F7,VERCHÈRES,0.0,SRE,,25.1718954248366,13.662745098039217,302.9,302.9,0.0,0.9699098521619943,0.7224521152615053,0.11881791626807192,0.668643219924431,-18.16365296604248,0.4958757350787708,0.8734232380816606,-14.0660517457186,-19.069288374246895,0.9812970904972467,-6.807463611268151,0.869969159647685,-9.541570362477698,-21.367720644867948,0.6664630475268357,0.1906065318549781,5.157961988614549,0.4773503981224013,-12.612200612669962,0.061446290130787506
6,3,12850,2022,12.85,F7,VERCHÈRES,0.0,SRE,,24.440522875816995,13.215686274509803,574.4,574.4,0.0,0.8324426408004217,0.2807723624408558,0.11752624677710488,0.9293759891275858,-19.811531331374148,0.08104621590764793,0.9007018640112585,-20.36105807768049,-18.005935405083008,0.2565300624442478,-11.615994741238431,0.1306523438234629,-14.574079046917221,-17.581179836844697,0.7873870267523329,-0.4707299461492853,1.8386138063809474,0.3508191093350156,-16.77619048261018,0.8137233437222274
6,3,11218,2023,11.218,F7,VERCHÈRES,0.0,SRE,,24.31140939597316,13.072297297297297,529.9,529.9,0.0,0.21233911067827616,0.02431596643145384,0.6492103021160636,0.5567628930139298,-17.40615183665466,0.22018320194981134,0.4217209268734554,-17.18188008188971,-9.506929376376362,0.6541746014740745,-8.41426401366489,0.790509794274885,-5.479723534415729,-6.961196065016999,0.45434542306765513,0.32393788958773717,4.421298142213986,0.36255979655909454,-16.45027091819464,0.9405039528794026
6,5,10268,2010,10.268,F1,MONTRÉAL-ST-HUBERT,0.0,LPI,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.18182496720710062,0.6454722959071678,0.7460448792654233,0.5716126894698998,-13.194101149703846,0.6832587636595959,0.2768277972350516,-13.110473296276538,-11.772587778591712,0.19809763275974013,-7.420421994354655,0.1248208139668483,-22.488995704746934,-8.866129606105215,0.6302472194561579,0.6298794570810784,2.977386041975177,0.8057145256682179,-18.39430664995831,0.648765386159386
6,5,10268,2010,10.268,F10,VERCHÈRES,0.0,MSU,18.78466666666667,24.16887417218543,13.329605263157896,558.5,558.5,0.0,0.18340450985343382,0.17711067940704894,0.5833687650971596,0.2799790936602842,-19.638727183542475,0.07613085949030018,0.5923503285933622,-15.064662822816612,-21.29608864265064,0.5653302545716099,-13.564552959033556,0.7942106625494054,-24.66104670220838,-5.3028319447504835,0.24838360874320753,0.5560504862893063,5.293338077033512,0.328179482797612,-13.71536366630928,0.9545659288588108
6,5,10268,2010,10.268,F2,MARIEVILLE,0.0,SUB,8.7,13.15,4.23,1042.5,1109.5,67.0,0.3042422429595377,0.9404585843529143,0.9621725484745419,0.7694929331919369,-12.51702184301732,0.8512069140487687,0.912363345616691,-5.244289595702256,-21.517813293318312,0.4639324866883362,-14.651072964899175,0.27576756825135695,-9.596835764858081,-9.915034806358385,0.7054608302834863,0.5217026618615634,1.1297883469851957,0.20905937370684602,-7.98850943969768,0.1514323143699633
6,5,10268,2010,10.268,F3,MARIEVILLE,0.0,SUB,8.7,13.15,4.23,1042.5,1109.5,67.0,0.5247564316322378,0.9539285770025874,0.37487057952370406,0.18704374855752337,-16.81176695617519,0.4951465270139743,0.21066218900566658,-22.27120494886534,-23.032087005732052,0.9720053296315371,-16.391451793580195,0.8770905810181889,-8.856889252702349,-17.136095979441556,0.4276013337033373,-0.6245551886154959,4.56701933471581,0.08468834187530683,-20.969432439873742,0.4774161894803537
6,5,10268,2010,10.268,F4,MONTRÉAL-ST-HUBERT,0.0,LPI,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.43194501864211576,0.9148643902204485,0.28571208628186073,0.3236792364042437,-13.959056382960394,0.480586577326648,0.6229665835634828,-11.097108919048125,-11.793945605973237,0.6085272726964666,-18.661068244177613,0.9440420938253978,-22.595855417588474,-13.187243320107244,0.4425455148147456,-0.8232301060309626,1.4821628430665896,0.4666931208844084,-6.311339224931171,0.6018067339454473
6,5,10268,2010,10.268,F5,MARIEVILLE,0.0,DJR,8.7,13.15,4.23,1042.5,1109.5,67.0,0.2912291401980419,0.3701587002554444,0.8685991281894603,0.4254364386164168,-16.277469417293666,0.5924077846595176,0.6315602200925206,-16.913624637914157,-9.712546755565281,0.3495063720868188,-16.308080782825765,0.14879596940511564,-19.688343340827878,-11.779714915053594,0.6493223245768817,0.3978976569747712,2.229144504920291,0.4821320989198419,-11.218246925035407,0.5817366474211867
6,5,10268,2010,10.268,F6,MARIEVILLE,0.0,LPI,8.7,13.15,4.23,1042.5,1109.5,67.0,0.6118528947223795,0.015456616528867428,0.22359583851945264,0.507610378684455,-19.110684809161647,0.8246809659251492,0.733113022415281,-16.436007701487704,-19.69907143349992,0.11409578488793337,-9.522406885396872,0.4626756050653935,-24.64895273266742,-23.430883673657522,0.9362806214689267,-0.2633055724112974,1.7496784025886658,0.8409087104029072,-8.534535746399396,0.40146177908904324
6,5,10268,2010,10.268,F8,VERCHÈRES,0.0,MSU,18.78466666666667,24.16887417218543,13.329605263157896,558.5,558.5,0.0,0.13949386065204183,0.9283185625877254,0.9632225394406113,0.24240973241508024,-6.030933860756868,0.34780920790219305,0.1315676851272598,-10.648044686836474,-24.581100779381742,0.15124682873493456,-12.96153137969737,0.9809873781626851,-19.133827784388707,-14.110060817922697,0.06400634660862092,-0.1353075471933054,1.4627022389505369,0.22123869644606398,-13.876186147399768,0.3380844093662614
6,5,10268,2010,10.268,F9,SOREL,0.0,SJU,8.43,12.78,4.1,1000.0,1158.5,167.7,0.29214464853521815,0.42818414831731433,0.012154474689816341,0.11483682473920354,-9.727884116804784,0.6780161525590636,0.7158249646820886,-11.151276973512607,-23.356566650471454,0.2253169299512351,-7.1495342009030765,0.4834074359731466,-9.53716252162657,-10.813583430547808,0.8247432373470076,-0.9377018144132179,6.605687612485336,0.3809912736683999,-9.40966597151873,0.1268240225504188
6,5,10268,2010,10.268,IRDA-32,MONTRÉAL-ST-HUBERT,0.0,SUB,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.3663618432936917,0.9666548190436696,0.969878826707639,0.6106200424416326,-22.197736484670948,0.5657319639957911,0.909032520665641,-5.174880125956236,-5.642799303099391,0.250966661340298,-16.132399712416245,0.8635475225145451,-14.640789445748421,-21.653573919978793,0.2923831104121931,-0.4808471014499016,2.2856605412871227,0.8084057388936909,-24.675992053210656,0.3917424505622782
6,5,10268,2010,10.268,IRDA-35,MONTRÉAL-ST-HUBERT,0.0,SUB,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.45606998421703593,0.9636199770892528,0.04315991195057611,0.28863055324025577,-7.630640482041745,0.2670282701694213,0.17968310887024197,-22.432114210917497,-19.091104450451596,0.8506160578411378,-12.85820842562492,0.5887315221313199,-18.038088136634236,-9.387365651488857,0.4439194545063778,-0.932647192251072,7.416990254915595,0.8236236107489735,-8.632391504409295,0.16266081510548513
6,5,10268,2010,10.268,IRDA-36,MONTRÉAL-ST-HUBERT,0.0,SUB,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.7851759613930136,0.8530094554673601,0.8911431136980711,0.5812382214226123,-15.251376035009727,0.878629986355158,0.23754332492387764,-22.917807012316672,-9.615537043237328,0.5612227882825249,-12.373848938160226,0.37532990791960186,-17.565214101873394,-13.324544389717767,0.021913328775008956,0.7583715452024953,7.759412202761527,0.3846110759787682,-24.19722281829267,0.7343656764922184
6,5,10268,2010,10.268,IRDA-38,MONTRÉAL-ST-HUBERT,0.0,SUB,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.19967378215835974,0.2944488920695857,0.5277011090862999,0.1543627152742023,-7.108955462118171,0.7974260216069281,0.9713950940416396,-10.513223657425177,-12.506728622914725,0.5233909113743664,-13.16605675387349,0.2857835555258702,-24.972927485690636,-5.955564286048109,0.30104607783431303,-0.513206633562939,4.570083759496779,0.4591240232866809,-7.201732472742751,0.20883093549458998
6,5,10268,2010,10.268,IRDA-41,MONTRÉAL-ST-HUBERT,0.0,SUB,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.5142344384136116,0.38509772860192526,0.9929647961193003,0.4811401018548175,-9.002894881053695,0.6584518346584255,0.18097695270948977,-13.432261659871818,-17.361207206942083,0.11476887186921747,-10.947324538289674,0.20322309108608727,-19.003989448695283,-24.151554035862166,0.5026312426301305,0.1146743391460161,1.1440089813258112,0.3032858908492829,-5.160745055227135,0.05856530528453385
6,5,10268,2010,10.268,IRDA-80,MONTRÉAL-ST-HUBERT,0.0,SDM,18.35684931506849,23.686301369863013,13.039864864864866,0.0,570.2,0.0,0.5924145688620425,0.8511366715168569,0.07379656473539886,0.5325894325515859,-16.49572991061533,0.8505817290942419,0.8543850933695791,-19.51678666880388,-20.886254756088896,0.860139693349435,-20.251330632503873,0.7617981913776972,-12.07082516724139,-19.69347724889066,0.05617607734743901,-0.9220413586777392,2.99638594703665,0.9325548784193121,-19.118650756464444,0.5523661378172343
6,5,8848,2011,8.848,F1,MONTRÉAL-ST-HUBERT,0.0,LPI,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.046450412719997725,0.31692200515627766,0.5538542844013208,0.05182353682242691,-24.55061383359765,0.8672942009598024,0.4922778564480348,-23.411612620220268,-22.57227163681187,0.7228143032084837,-14.752724449084187,0.3865405068230279,-5.516111123672857,-12.968922414003519,0.49109572938316515,0.33369478261131613,6.381858106785712,0.11864376574158031,-20.793628874284128,0.5952297327194016
6,5,8848,2011,8.848,F10,VERCHÈRES,0.0,MSU,18.93065693430657,24.362676056338028,13.432624113475176,577.8,577.8,0.0,0.6075448519014384,0.1694927466860925,0.969302535619099,0.3366042781939206,-19.62645281230108,0.7083629767150348,0.24723107440317704,-23.28683500807139,-12.699740639222668,0.06766836190000158,-22.915503943833045,0.5112754622007512,-8.058783460322012,-19.06880175588139,0.9271106288584273,-0.35394530849181227,2.9391258295765637,0.93374942300147,-9.692732722839185,0.8719130612805055
6,5,8848,2011,8.848,F2,MARIEVILLE,0.0,SUB,7.93,12.67,2.81,902.5,1030.5,128.0,0.17052412368729153,0.5568012624583502,0.5230978441701488,0.13441467693897424,-14.167315706782661,0.837013328363672,0.8707499012725114,-7.116182506717635,-9.50732438724424,0.7078350972297687,-17.30977344710375,0.4923254800011819,-24.52810070708942,-10.711516718575156,0.10539321810780522,0.7958383739153316,0.69613774642231,0.6838664518353432,-19.939473181594934,0.5769816124176819
6,5,8848,2011,8.848,F3,MARIEVILLE,0.0,SUB,7.93,12.67,2.81,902.5,1030.5,128.0,0.06505159298527952,0.936154774160781,0.6293986381352625,0.06337497047276774,-12.330435603477055,0.6974714616692836,0.4453052550026655,-21.16265350562514,-12.121914929177386,0.5435382173426461,-15.246658627574712,0.5772790292331312,-7.0287879065032115,-9.81989434956138,0.7644407280755043,0.7762363778680716,4.4542792874255035,0.5315721526867312,-7.688752336555929,0.3454808537234457
6,5,8848,2011,8.848,F4,MONTRÉAL-ST-HUBERT,0.0,LPI,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.9488855372533332,0.696029796674973,0.6957486889846172,0.9899602323899452,-19.842246291335954,0.6801407717603004,0.5148173539296902,-18.532568757689585,-14.393957335016834,0.08172534574677826,-11.95551480909055,0.8655771456245522,-9.33603173402748,-22.94968071867051,0.40967105337599263,-0.34941876327650445,6.760966811968278,0.032659060784495875,-22.943148156850466,0.8030118815263205
6,5,8848,2011,8.848,F5,MARIEVILLE,0.0,DJR,7.93,12.67,2.81,902.5,1030.5,128.0,0.9656320330745594,0.570061170089365,0.45454106476777323,0.32235384497472297,-22.21287851854352,0.6186113782151843,0.3592333693997657,-20.466871955460242,-24.160975531367274,0.45830064152865646,-5.989378948275931,0.9807393435834294,-9.392477528580391,-14.722910715864646,0.655173714524338,0.8019217913809358,6.367411097148019,0.4755961918220083,-22.480896072412836,0.5402788931874211
6,5,8848,2011,8.848,F6,MARIEVILLE,0.0,LPI,7.93,12.67,2.81,902.5,1030.5,128.0,0.8083973481164611,0.09717649377076854,0.6275580800840634,0.8098744458546349,-8.301395264014019,0.7527166395576412,0.5929508514349274,-17.90007388336125,-5.6302244481123225,0.484696287130047,-12.986978669032883,0.40758420857381694,-15.84008481992857,-14.822188888178882,0.26023659798522936,0.9923153469975576,1.400985121042826,0.4077481050027323,-5.416968897987687,0.07928028463119174
6,5,8848,2011,8.848,F8,VERCHÈRES,0.0,MSU,18.93065693430657,24.362676056338028,13.432624113475176,577.8,577.8,0.0,0.3046137691733707,0.6150072266991697,0.5843143119231002,0.25464065476376385,-5.3119563859289585,0.1586051052930737,0.16352387258502277,-23.61152314507813,-9.02571616690851,0.16577454016327575,-10.128121676468805,0.8275189221063031,-17.039894140909944,-17.61438459568918,0.1594922625413583,0.6508313282478961,5.382116915299734,0.16121881197512256,-11.523222034599907,0.5658505603132467
6,5,8848,2011,8.848,F9,SOREL,0.0,SJU,7.76,12.11,3.4,971.0,1199.4,229.7,0.09767211400638387,0.9900538501042633,0.901158010490989,0.6815027222239293,-14.486196353946283,0.8808707591989284,0.3910815366517607,-14.618804181834593,-19.143559265980706,0.9456981470002823,-14.874678810095945,0.7645277946547177,-18.941685423336146,-6.341502748606558,0.16046261427122643,0.689742695510458,1.7640341074851769,0.6564096035006569,-8.062255511420943,0.9080185454216624
6,5,8848,2011,8.848,IRDA-32,MONTRÉAL-ST-HUBERT,0.0,SUB,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.6842330265121569,0.14008401523652403,0.04544638034145787,0.7602278598896866,-21.56641428303393,0.871843527745232,0.9694123223352875,-23.6477487281557,-5.400593412822985,0.8499753714806619,-12.317919372473373,0.5735289514555733,-23.686102820912684,-8.449873602535575,0.07049194564314465,-0.5019825277818202,1.7456602764173779,0.9711509073682858,-18.51341245296964,0.39631262549822055
6,5,8848,2011,8.848,IRDA-35,MONTRÉAL-ST-HUBERT,0.0,SUB,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.4401524937396013,0.5183296523637367,0.2809631895922303,0.5956387406078443,-19.55385346961262,0.029247283034559146,0.25813343270112754,-8.992869843552768,-12.962368207273558,0.6690223373291083,-23.58135567732453,0.9560471436119331,-20.43529273012602,-11.055812361807265,0.18564670490124302,0.15340479771551263,6.992574186441481,0.5621888110645251,-11.470325009587912,0.29632580189980007
6,5,8848,2011,8.848,IRDA-36,MONTRÉAL-ST-HUBERT,0.0,SUB,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.12203823484477883,0.8773730719279554,0.9504114840765587,0.47157618855015837,-24.632186469050666,0.8258167505647627,0.6567366645412922,-20.32575836179134,-13.351546835855071,0.4622955610006072,-19.91216838316306,0.20047451552840279,-20.067927300439507,-10.713467285300048,0.6642193849889683,-0.8654881720652643,1.9973516219218412,0.7147532764439458,-13.115163453828057,0.14346945701802005
6,5,8848,2011,8.848,IRDA-38,MONTRÉAL-ST-HUBERT,0.0,SUB,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.4951769101112702,0.7407686177542044,0.8902637838909163,0.41184091414726853,-6.714023868790019,0.1288698674734452,0.3251900642246949,-14.199761707909788,-10.038536411409357,0.4117655415845085,-17.762938135897226,0.10926421030962141,-15.318458605795968,-15.765677123737618,0.881690611843508,-0.8101641263566606,2.1059787721440895,0.06845045256601678,-12.93699759754106,0.15144552193535732
6,5,8848,2011,8.848,IRDA-41,MONTRÉAL-ST-HUBERT,0.0,SUB,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.034388521115218396,0.697015740995268,0.45565675278571294,0.3488682665429953,-22.644978342197177,0.3351188542591419,0.7734731256866006,-7.3984182487708345,-8.76460423819725,0.6509734671509542,-15.550132899869729,0.8539619669554221,-10.051111868066121,-6.580109578068484,0.8141256855911618,0.9977852240665812,0.005227126090396439,0.41766699581699473,-11.349350809245568,0.4327714843418189
6,5,8848,2011,8.848,IRDA-80,MONTRÉAL-ST-HUBERT,0.0,SDM,18.279310344827586,23.688275862068966,12.88843537414966,0.0,486.0,0.0,0.9093204020787821,0.7024840839871093,0.6201325978015367,0.9295291442478258,-13.469670489714929,0.7435082562916078,0.13087366071834983,-11.982452619056117,-11.870427853369947,0.5454318694069055,-24.087025089952327,0.4391498166337483,-15.523803432041067,-11.108091454934293,0.6851343098744841,-0.3467215011481781,6.965352273004141,0.11635848516449587,-13.49281653741803,0.5956798241615295
6,5,10466,2012,10.466,F1,MONTRÉAL-ST-HUBERT,0.0,LPI,18.732432432432432,24.427027027027027,13.08476821192053,0.0,407.0,0.0,0.2587799816000169,0.35949115121975517,0.2773811829811327,0.8306194077877291,-19.51889558625588,0.1607598960483082,0.9698210450785447,-14.340844268973294,-22.438085072676,0.062273105881885615,-22.199518048933648,0.8469688542070605,-23.843111011056788,-10.42037876688367,0.11043186341110267,0.49636782409769276,6.340758505673078,0.6127958355365104,-16.41875261394668,0.08061540516960175
6,5,10466,2012,10.466,F10,VERCHÈRES,0.0,MSU,18.99083333333333,24.60384615384616,13.420454545454543,512.9,512.9,0.0,0.662522284353982,0.29359184426449336,0.1881211597237613,0.9650269106665126,-13.916439949684133,0.8179670241190622,0.45378954138363925,-18.513324937692488,-18.234649880110034,0.5125026487703317,-19.463713844173885,0.8930902051954149,-5.844203980235921,-7.766181924253097,0.28918744629594983,0.6133301060536329,5.018631480725424,0.9384821582141546,-19.48154611238906,0.9395685890251657
6,5,10466,2012,10.466,F2,MARIEVILLE,0.0,SUB,9.41,13.84,4.46,845.0,985.5,140.5,0.31171107608941095,0.8093611554785136,0.46369840493998216,0.12429722348554473,-11.971592232962715,0.8321341779577419,0.23605046334646396,-18.339961738836042,-6.4383271934790045,0.8064036172328395,-5.569346181978986,0.06245759361907144,-6.145513618117754,-19.51856821315618,0.309806875322469,0.7160465420144584,6.002126111510738,0.6617777324716385,-9.62837338173596,0.7551336174451959
6,5,10466,2012,10.466,F3,MARIEVILLE,0.0,SUB,9.41,13.84,4.46,845.0,985.5,140.5,0.5200680211778108,0.8101133946791808,0.3533522280260528,0.7308674752036443,-8.405163925855966,0.5074677337608362,0.07349674733001266,-11.610260896036198,-20.50768776312296,0.45923987759695806,-18.373059857938983,0.8834647629860607,-9.296209137031832,-8.858581922665941,0.24995694639762123,0.995256594804313,1.2163885393959344,0.07680304831442153,-20.474551399936274,0.5866239182836627
6,5,10466,2012,10.466,F4,MONTRÉAL-ST-HUBERT,0.0,LPI,18.732432432432432,24.427027027027027,13.08476821192053,0.0,407.0,0.0,0.5467102793432796,0.8670723185801037,0.5836561118508721,0.9383404568210378,-20.871574564787934,0.00638587171683358,0.16975790508754074,-5.11721277557665,-17.556659523249735,0.05195657755426841,-15.35917883775835,0.4483190553694222,-5.17344196871559,-21.095187940870158,0.5150056597097231,-0.5170070294862643,3.6665887567006035,0.35466620498508283,-11.152913876911716,0.8284386709389908
6,5,10466,2012,10.466,F5,MARIEVILLE,0.0,DJR,9.41,13.84,4.46,845.0,985.5,140.5,0.18485445552552704,0.9132405525564713,0.07773463696498484,0.18123306616566015,-24.78008342683039,0.2870381331749128,0.5197739485560177,-11.763216203012428,-16.35846234111608,0.7862781993840331,-21.078045745232142,0.5104324890042322,-14.110353343994742,-18.093160955102242,0.5355538148796726,-0.9192983462806006,2.809755098790247,0.5506633794408515,-20.333343547013467,0.08018675681211329
6,5,10466,2012,10.466,F6,MARIEVILLE,0.0,LPI,9.41,13.84,4.46,845.0,985.5,140.5,0.9695846277645586,0.5113423988609378,0.9743948076661665,0.0664962673667775,-22.262287398623855,0.6169269183757422,0.3370031764312863,-13.844331652599502,-16.211900206110954,0.2013637821359744,-12.784398578484634,0.6265925110932102,-5.744632994935877,-18.287790914603146,0.3568859751711102,-0.17761696401082805,0.7502122100561319,0.4032077561332522,-12.493396600910922,0.4768388777331244
6,5,10466,2012,10.466,F8,VERCHÈRES,0.0,MSU,18.99083333333333,24.60384615384616,13.420454545454543,512.9,512.9,0.0,0.7751328233611146,0.5015162946871996,0.9862107444796029,0.741120649290059,-6.9996271630379,0.9811861780274235,0.8288833658826095,-10.386989795215078,-12.74120835010949,0.2586208348880388,-19.386335689680514,0.9263826067300868,-23.487899187664986,-5.429490632217188,0.353789158736436,-0.7398386603421061,3.8890438817193926,0.8336440104751723,-10.058434657419422,0.6300931268616634
6,5,10466,2012,10.466,F9,SOREL,0.0,SJU,8.36,12.73,3.89,779.6,910.6,180.8,0.9394989415641891,0.7982951789667752,0.6981617140197451,0.5744731131799119,-7.522198448749695,0.6318135270166684,0.43088752366180594,-15.695887754325637,-6.138483245105849,0.1647063534322959,-20.860148431231465,0.01911609442976403,-17.686385034772574,-7.8692555250414635,0.8285555979060814,-0.9551482216758898,7.365917202741083,0.8146710047099892,-20.625722221869218,0.8286529061182892
